image_name,label_name
Doc_1.jpg,task-31_combined.png
Doc_10.jpg,task-40_combined.png
Doc_100.jpg,task-130_combined.png
Doc_101.jpg,task-131_combined.png
Doc_102.jpg,task-132_combined.png
Doc_103.jpg,task-133_combined.png
Doc_104.jpg,task-134_combined.png
Doc_105.jpg,task-135_combined.png
Doc_106.jpg,task-136_combined.png
Doc_107.jpg,task-137_combined.png
Doc_108.jpg,task-138_combined.png
Doc_109.jpg,task-139_combined.png
Doc_11.jpg,task-41_combined.png
Doc_110.jpg,task-140_combined.png
Doc_111.jpg,task-141_combined.png
Doc_112.jpg,task-142_combined.png
Doc_113.jpg,task-143_combined.png
Doc_114.jpg,task-144_combined.png
Doc_115.jpg,task-145_combined.png
Doc_116.jpg,task-146_combined.png
Doc_117.jpg,task-147_combined.png
Doc_118.jpg,task-148_combined.png
Doc_119.jpg,task-149_combined.png
Doc_12.jpg,task-42_combined.png
Doc_120.jpg,task-150_combined.png
Doc_121.jpg,task-151_combined.png
Doc_122.jpg,task-152_combined.png
Doc_123.jpg,task-153_combined.png
Doc_124.jpg,task-154_combined.png
Doc_125.jpg,task-155_combined.png
Doc_126.jpg,task-156_combined.png
Doc_127.jpg,task-157_combined.png
Doc_128.jpg,task-158_combined.png
Doc_129.jpg,task-159_combined.png
Doc_13.jpg,task-43_combined.png
Doc_130.jpg,task-160_combined.png
Doc_131.jpg,task-161_combined.png
Doc_132.jpg,task-162_combined.png
Doc_133.jpg,task-163_combined.png
Doc_134.jpg,task-164_combined.png
Doc_135.jpg,task-165_combined.png
Doc_136.jpg,task-166_combined.png
Doc_137.jpg,task-167_combined.png
Doc_138.jpg,task-168_combined.png
Doc_139.jpg,task-169_combined.png
Doc_14.jpg,task-44_combined.png
Doc_140.jpg,task-170_combined.png
Doc_141.jpg,task-171_combined.png
Doc_142.jpg,task-172_combined.png
Doc_143.jpg,task-173_combined.png
Doc_144.jpg,task-174_combined.png
Doc_145.jpg,task-175_combined.png
Doc_146.jpg,task-176_combined.png
Doc_147.jpg,task-177_combined.png
Doc_148.jpg,task-178_combined.png
Doc_149.jpg,task-179_combined.png
Doc_15.jpg,task-45_combined.png
Doc_150.jpg,task-180_combined.png
Doc_151.jpg,task-181_combined.png
Doc_152.jpg,task-182_combined.png
Doc_153.jpg,task-183_combined.png
Doc_154.jpg,task-184_combined.png
Doc_155.jpg,task-185_combined.png
Doc_156.jpg,task-186_combined.png
Doc_157.jpg,task-187_combined.png
Doc_158.jpg,task-188_combined.png
Doc_159.jpg,task-189_combined.png
Doc_16.jpg,task-46_combined.png
Doc_160.jpg,task-190_combined.png
Doc_161.jpg,task-191_combined.png
Doc_162.jpg,task-192_combined.png
Doc_163.jpg,task-193_combined.png
Doc_164.jpg,task-194_combined.png
Doc_165.jpg,task-195_combined.png
Doc_166.jpg,task-196_combined.png
Doc_167.jpg,task-197_combined.png
Doc_168.jpg,task-198_combined.png
Doc_169.jpg,task-199_combined.png
Doc_17.jpg,task-47_combined.png
Doc_170.jpg,task-200_combined.png
Doc_171.jpg,task-201_combined.png
Doc_172.jpg,task-202_combined.png
Doc_173.jpg,task-203_combined.png
Doc_174.jpg,task-204_combined.png
Doc_175.jpg,task-205_combined.png
Doc_176.jpg,task-206_combined.png
Doc_177.jpg,task-207_combined.png
Doc_178.jpg,task-208_combined.png
Doc_179.jpg,task-209_combined.png
Doc_18.jpg,task-48_combined.png
Doc_180.jpg,task-210_combined.png
Doc_181.jpg,task-211_combined.png
Doc_182.jpg,task-212_combined.png
Doc_183.jpg,task-213_combined.png
Doc_184.jpg,task-214_combined.png
Doc_185.jpg,task-215_combined.png
Doc_186.jpg,task-216_combined.png
Doc_187.jpg,task-217_combined.png
Doc_188.jpg,task-218_combined.png
Doc_189.jpg,task-219_combined.png
Doc_19.jpg,task-49_combined.png
Doc_190.jpg,task-220_combined.png
Doc_191.jpg,task-221_combined.png
Doc_192.jpg,task-222_combined.png
Doc_193.jpg,task-223_combined.png
Doc_194.jpg,task-224_combined.png
Doc_195.jpg,task-225_combined.png
Doc_196.jpg,task-226_combined.png
Doc_197.jpg,task-227_combined.png
Doc_198.jpg,task-228_combined.png
Doc_199.jpg,task-229_combined.png
Doc_2.jpg,task-32_combined.png
Doc_20.jpg,task-50_combined.png
Doc_200.jpg,task-230_combined.png
Doc_201.jpg,task-231_combined.png
Doc_202.jpg,task-232_combined.png
Doc_203.jpg,task-233_combined.png
Doc_204.jpg,task-234_combined.png
Doc_205.jpg,task-235_combined.png
Doc_206.jpg,task-236_combined.png
Doc_207.jpg,task-237_combined.png
Doc_208.jpg,task-238_combined.png
Doc_209.jpg,task-239_combined.png
Doc_21.jpg,task-51_combined.png
Doc_210.jpg,task-240_combined.png
Doc_211.jpg,task-241_combined.png
Doc_212.jpg,task-242_combined.png
Doc_213.jpg,task-243_combined.png
Doc_214.jpg,task-244_combined.png
Doc_215.jpg,task-245_combined.png
Doc_216.jpg,task-246_combined.png
Doc_217.jpg,task-247_combined.png
Doc_218.jpg,task-248_combined.png
Doc_219.jpg,task-249_combined.png
Doc_22.jpg,task-52_combined.png
Doc_220.jpg,task-250_combined.png
Doc_221.jpg,task-251_combined.png
Doc_222.jpg,task-252_combined.png
Doc_223.jpg,task-253_combined.png
Doc_224.jpg,task-254_combined.png
Doc_225.jpg,task-255_combined.png
Doc_226.jpg,task-256_combined.png
Doc_227.jpg,task-257_combined.png
Doc_228.jpg,task-258_combined.png
Doc_229.jpg,task-259_combined.png
Doc_23.jpg,task-53_combined.png
Doc_230.jpg,task-260_combined.png
Doc_231.jpg,task-261_combined.png
Doc_232.jpg,task-262_combined.png
Doc_233.jpg,task-263_combined.png
Doc_234.jpg,task-264_combined.png
Doc_235.jpg,task-265_combined.png
Doc_236.jpg,task-266_combined.png
Doc_237.jpg,task-267_combined.png
Doc_238.jpg,task-268_combined.png
Doc_239.jpg,task-269_combined.png
Doc_24.jpg,task-54_combined.png
Doc_240.jpg,task-270_combined.png
Doc_241.jpg,task-271_combined.png
Doc_242.jpg,task-272_combined.png
Doc_243.jpg,task-273_combined.png
Doc_244.jpg,task-274_combined.png
Doc_245.jpg,task-275_combined.png
Doc_246.jpg,task-276_combined.png
Doc_247.jpg,task-277_combined.png
Doc_248.jpg,task-278_combined.png
Doc_249.jpg,task-279_combined.png
Doc_25.jpg,task-55_combined.png
Doc_250.jpg,task-280_combined.png
Doc_251.jpg,task-281_combined.png
Doc_252.jpg,task-282_combined.png
Doc_253.jpg,task-283_combined.png
Doc_254.jpg,task-284_combined.png
Doc_255.jpg,task-285_combined.png
Doc_256.jpg,task-286_combined.png
Doc_257.jpg,task-287_combined.png
Doc_258.jpg,task-288_combined.png
Doc_259.jpg,task-289_combined.png
Doc_26.jpg,task-56_combined.png
Doc_260.jpg,task-290_combined.png
Doc_261.jpg,task-291_combined.png
Doc_262.jpg,task-292_combined.png
Doc_263.jpg,task-293_combined.png
Doc_264.jpg,task-294_combined.png
Doc_265.jpg,task-295_combined.png
Doc_266.jpg,task-296_combined.png
Doc_267.jpg,task-297_combined.png
Doc_268.jpg,task-298_combined.png
Doc_269.jpg,task-299_combined.png
Doc_27.jpg,task-57_combined.png
Doc_270.jpg,task-300_combined.png
Doc_271.jpg,task-301_combined.png
Doc_272.jpg,task-302_combined.png
Doc_273.jpg,task-303_combined.png
Doc_274.jpg,task-304_combined.png
Doc_275.jpg,task-305_combined.png
Doc_276.jpg,task-306_combined.png
Doc_277.jpg,task-307_combined.png
Doc_278.jpg,task-308_combined.png
Doc_279.jpg,task-309_combined.png
Doc_28.jpg,task-58_combined.png
Doc_280.jpg,task-310_combined.png
Doc_281.jpg,task-311_combined.png
Doc_282.jpg,task-312_combined.png
Doc_283.jpg,task-313_combined.png
Doc_284.jpg,task-314_combined.png
Doc_285.jpg,task-315_combined.png
Doc_286.jpg,task-316_combined.png
Doc_287.jpg,task-317_combined.png
Doc_288.jpg,task-318_combined.png
Doc_289.jpg,task-319_combined.png
Doc_29.jpg,task-59_combined.png
Doc_290.jpg,task-320_combined.png
Doc_291.jpg,task-321_combined.png
Doc_292.jpg,task-322_combined.png
Doc_293.jpg,task-323_combined.png
Doc_294.jpg,task-324_combined.png
Doc_295.jpg,task-325_combined.png
Doc_296.jpg,task-326_combined.png
Doc_297.jpg,task-327_combined.png
Doc_298.jpg,task-328_combined.png
Doc_299.jpg,task-329_combined.png
Doc_3.jpg,task-33_combined.png
Doc_30.jpg,task-60_combined.png
Doc_300.jpg,task-330_combined.png
Doc_301.jpg,task-331_combined.png
Doc_302.jpg,task-332_combined.png
Doc_303.jpg,task-333_combined.png
Doc_304.jpg,task-334_combined.png
Doc_305.jpg,task-335_combined.png
Doc_306.jpg,task-336_combined.png
Doc_307.jpg,task-337_combined.png
Doc_308.jpg,task-338_combined.png
Doc_309.jpg,task-339_combined.png
Doc_31.jpg,task-61_combined.png
Doc_310.jpg,task-340_combined.png
Doc_311.jpg,task-341_combined.png
Doc_312.jpg,task-342_combined.png
Doc_313.jpg,task-343_combined.png
Doc_314.jpg,task-344_combined.png
Doc_315.jpg,task-345_combined.png
Doc_316.jpg,task-346_combined.png
Doc_317.jpg,task-347_combined.png
Doc_318.jpg,task-348_combined.png
Doc_319.jpg,task-349_combined.png
Doc_32.jpg,task-62_combined.png
Doc_320.jpg,task-350_combined.png
Doc_321.jpg,task-351_combined.png
Doc_322.jpg,task-352_combined.png
Doc_323.jpg,task-353_combined.png
Doc_324.jpg,task-354_combined.png
Doc_325.jpg,task-355_combined.png
Doc_326.jpg,task-356_combined.png
Doc_327.jpg,task-357_combined.png
Doc_328.jpg,task-358_combined.png
Doc_329.jpg,task-359_combined.png
Doc_33.jpg,task-63_combined.png
Doc_330.jpg,task-360_combined.png
Doc_331.jpg,task-361_combined.png
Doc_332.jpg,task-362_combined.png
Doc_333.jpg,task-363_combined.png
Doc_334.jpg,task-364_combined.png
Doc_335.jpg,task-365_combined.png
Doc_336.jpg,task-366_combined.png
Doc_337.jpg,task-367_combined.png
Doc_338.jpg,task-368_combined.png
Doc_339.jpg,task-369_combined.png
Doc_34.jpg,task-64_combined.png
Doc_340.jpg,task-370_combined.png
Doc_341.jpg,task-371_combined.png
Doc_342.jpg,task-372_combined.png
Doc_343.jpg,task-373_combined.png
Doc_344.jpg,task-374_combined.png
Doc_345.jpg,task-375_combined.png
Doc_346.jpg,task-376_combined.png
Doc_347.jpg,task-377_combined.png
Doc_348.jpg,task-378_combined.png
Doc_349.jpg,task-379_combined.png
Doc_35.jpg,task-65_combined.png
